"FID","FEATURE","LONGITUDE","LATITUDE","GRID","EASTING","NORTHING"
120,"Highway",84.83713768,27.80379732,"45RTL","86929","77344"
120,"Highway",84.837122,27.80381998,"45RTL","86927","77347"
120,"Highway",84.83689939,27.80415523,"45RTL","86906","77384"
120,"Highway",84.83678658,27.80433189,"45RTL","86895","77404"
120,"Highway",84.8366866,27.80452877,"45RTL","86886","77426"
120,"Highway",84.83659927,27.80472107,"45RTL","86877","77448"
120,"Highway",84.83648123,27.8050444,"45RTL","86866","77484"
120,"Highway",84.83638871,27.80538789,"45RTL","86858","77522"
120,"Highway",84.83633901,27.80552355,"45RTL","86853","77537"
120,"Highway",84.83627667,27.80566606,"45RTL","86848","77553"
120,"Highway",84.83619542,27.80582448,"45RTL","86840","77571"
120,"Highway",84.83585684,27.80633866,"45RTL","86807","77628"
120,"Highway",84.83582922,27.80637718,"45RTL","86805","77632"
120,"Highway",84.8357845,27.80641806,"45RTL","86800","77637"
120,"Highway",84.8357245,27.80645227,"45RTL","86795","77641"
120,"Highway",84.8356326,27.80646185,"45RTL","86786","77642"
120,"Highway",84.8356326,27.80646185,"45RTL","86786","77642"
120,"Highway",84.83539133,27.80643172,"45RTL","86762","77639"
120,"Highway",84.83507681,27.80636143,"45RTL","86731","77632"
120,"Highway",84.83491785,27.8063105,"45RTL","86715","77627"
120,"Highway",84.83473374,27.80628905,"45RTL","86697","77625"
120,"Highway",84.83448611,27.80625671,"45RTL","86672","77621"
120,"Highway",84.83427663,27.80623541,"45RTL","86652","77619"
120,"Highway",84.83417192,27.80622927,"45RTL","86641","77619"
120,"Highway",84.83409908,27.80624325,"45RTL","86634","77621"
120,"Highway",84.83404229,27.80628195,"45RTL","86629","77625"
106,"Highway",84.83404229,27.80628195,"45RTL","86629","77625"
106,"Highway",84.8339922,27.80636798,"45RTL","86624","77635"
105,"Bridge Road",84.8339922,27.80636798,"45RTL","86624","77635"
105,"Bridge Road",84.83392372,27.8065376,"45RTL","86617","77653"
105,"Bridge Road",84.83386228,27.80679742,"45RTL","86612","77682"
105,"Bridge Road",84.83384423,27.80692613,"45RTL","86610","77697"
103,"Highway",84.83384423,27.80692613,"45RTL","86610","77697"
103,"Highway",84.83385105,27.80698926,"45RTL","86611","77704"
103,"Highway",84.83389571,27.80702283,"45RTL","86616","77707"
103,"Highway",84.83464704,27.80739505,"45RTL","86690","77747"
103,"Highway",84.83487656,27.80754708,"45RTL","86713","77764"
103,"Highway",84.83495979,27.8076481,"45RTL","86722","77775"
103,"Highway",84.83497303,27.80772022,"45RTL","86723","77783"
103,"Highway",84.83496755,27.80783305,"45RTL","86723","77795"
103,"Highway",84.83493027,27.8079348,"45RTL","86719","77807"
103,"Highway",84.83463052,27.80855252,"45RTL","86691","77876"
103,"Highway",84.83455521,27.80865902,"45RTL","86684","77887"
103,"Highway",84.83408415,27.809271,"45RTL","86639","77956"
103,"Highway",84.83400903,27.80940231,"45RTL","86631","77971"
103,"Highway",84.83392799,27.8095878,"45RTL","86624","77992"
100,"Highway",84.83392799,27.8095878,"45RTL","86624","77992"
100,"Highway",84.8336059,27.81060498,"45RTL","86594","78105"
100,"Highway",84.83356888,27.81074057,"45RTL","86591","78120"
100,"Highway",84.83349414,27.8109215,"45RTL","86584","78140"
100,"Highway",84.83309369,27.81164587,"45RTL","86546","78221"
100,"Highway",84.83299346,27.81181117,"45RTL","86536","78240"
100,"Highway",84.83261652,27.81229173,"45RTL","86500","78293"
100,"Highway",84.83252858,27.81240506,"45RTL","86491","78306"
100,"Highway",84.83240883,27.81250731,"45RTL","86480","78318"
100,"Highway",84.83225751,27.81262779,"45RTL","86465","78331"
100,"Highway",84.83210588,27.81270767,"45RTL","86450","78340"
100,"Highway",84.83158111,27.81293644,"45RTL","86399","78367"
100,"Highway",84.83144217,27.81301624,"45RTL","86386","78376"
100,"Highway",84.83125345,27.81314146,"45RTL","86367","78390"
122,"Highway",84.83125345,27.81314146,"45RTL","86367","78390"
122,"Highway",84.83103813,27.81327135,"45RTL","86346","78405"
122,"Highway",84.83100782,27.81328958,"45RTL","86343","78407"
122,"Highway",84.83075389,27.81343099,"45RTL","86319","78423"
122,"Highway",84.83047582,27.81356802,"45RTL","86291","78439"
122,"Highway",84.83026701,27.81363696,"45RTL","86271","78447"
122,"Highway",84.83008979,27.81368992,"45RTL","86254","78453"
122,"Highway",84.82983023,27.81375916,"45RTL","86228","78461"
122,"Highway",84.82959574,27.81378764,"45RTL","86205","78464"
122,"Highway",84.82939281,27.81379563,"45RTL","86185","78466"
122,"Highway",84.82923233,27.81379659,"45RTL","86169","78466"
104,"Highway",84.82923233,27.81379659,"45RTL","86169","78466"
104,"Highway",84.82891326,27.81379851,"45RTL","86138","78467"
104,"Highway",84.82891326,27.81379851,"45RTL","86138","78467"
104,"Highway",84.82861229,27.8137597,"45RTL","86108","78463"
104,"Highway",84.82769095,27.81355767,"45RTL","86017","78442"
104,"Highway",84.82755118,27.81352918,"45RTL","86003","78439"
104,"Highway",84.8273797,27.81350313,"45RTL","85986","78437"
104,"Highway",84.82720844,27.81350416,"45RTL","85969","78437"
104,"Highway",84.82615572,27.8135443,"45RTL","85866","78443"
104,"Highway",84.82615572,27.8135443,"45RTL","85866","78443"
104,"Highway",84.82596534,27.81353416,"45RTL","85847","78443"
104,"Highway",84.82578734,27.81348333,"45RTL","85829","78437"
104,"Highway",84.82563464,27.81342333,"45RTL","85814","78431"
104,"Highway",84.82548798,27.81332269,"45RTL","85799","78420"
104,"Highway",84.82536035,27.81322193,"45RTL","85787","78409"
104,"Highway",84.82527699,27.81310285,"45RTL","85778","78396"
104,"Highway",84.82519364,27.81298603,"45RTL","85770","78383"
104,"Highway",84.82507116,27.81272731,"45RTL","85757","78355"
104,"Highway",84.82501905,27.81254714,"45RTL","85752","78335"
104,"Highway",84.82497306,27.8123376,"45RTL","85747","78312"
104,"Highway",84.82493867,27.8119836,"45RTL","85743","78273"
104,"Highway",84.82493751,27.81183019,"45RTL","85742","78256"
104,"Highway",84.824962,27.81171273,"45RTL","85744","78243"
104,"Highway",84.82501755,27.81150935,"45RTL","85750","78220"
104,"Highway",84.82512658,27.81124699,"45RTL","85760","78191"
104,"Highway",84.82519241,27.81114508,"45RTL","85766","78179"
104,"Highway",84.82529344,27.81108356,"45RTL","85776","78172"
104,"Highway",84.82539476,27.81106039,"45RTL","85786","78170"
104,"Highway",84.82555959,27.81104813,"45RTL","85802","78168"
104,"Highway",84.82566751,27.81105876,"45RTL","85813","78169"
104,"Highway",84.82634119,27.81122845,"45RTL","85879","78187"
104,"Highway",84.82651576,27.81124545,"45RTL","85897","78188"
104,"Highway",84.82651576,27.81124545,"45RTL","85897","78188"
104,"Highway",84.82660448,27.81123364,"45RTL","85905","78187"
104,"Highway",84.82667716,27.81119937,"45RTL","85912","78183"
104,"Highway",84.82671492,27.81115853,"45RTL","85916","78178"
104,"Highway",84.82672721,27.81110657,"45RTL","85917","78172"
104,"Highway",84.82672654,27.81101858,"45RTL","85917","78163"
104,"Highway",84.82671935,27.81090582,"45RTL","85916","78150"
104,"Highway",84.82667423,27.81081134,"45RTL","85911","78140"
104,"Highway",84.82660386,27.8107328,"45RTL","85904","78131"
104,"Highway",84.82650194,27.810677,"45RTL","85894","78125"
104,"Highway",84.82636839,27.81063268,"45RTL","85881","78120"
104,"Highway",84.82613955,27.81056862,"45RTL","85858","78114"
104,"Highway",84.82592627,27.81046612,"45RTL","85837","78103"
104,"Highway",84.82582097,27.81038102,"45RTL","85826","78094"
104,"Highway",84.82566769,27.81024431,"45RTL","85811","78079"
104,"Highway",84.82559391,27.81013421,"45RTL","85804","78067"
104,"Highway",84.825552,27.81004421,"45RTL","85799","78057"
104,"Highway",84.82548352,27.80979645,"45RTL","85792","78029"
104,"Highway",84.82544183,27.80973579,"45RTL","85788","78023"
104,"Highway",84.82540035,27.8097022,"45RTL","85784","78019"
104,"Highway",84.82533353,27.80967327,"45RTL","85777","78016"
104,"Highway",84.82521923,27.80965816,"45RTL","85766","78014"
104,"Highway",84.82501612,27.80964132,"45RTL","85746","78013"
104,"Highway",84.82481606,27.80960867,"45RTL","85726","78010"
104,"Highway",84.82466973,27.80955089,"45RTL","85711","78004"
104,"Highway",84.82451363,27.80945932,"45RTL","85696","77994"
104,"Highway",84.82435095,27.80933621,"45RTL","85680","77980"
104,"Highway",84.82425173,27.80921723,"45RTL","85670","77967"
104,"Highway",84.82420018,27.8091115,"45RTL","85664","77956"
104,"Highway",84.82403875,27.80873344,"45RTL","85648","77914"
104,"Highway",84.82395544,27.80862113,"45RTL","85639","77902"
104,"Highway",84.8238597,27.80854274,"45RTL","85630","77893"
104,"Highway",84.82377053,27.80849364,"45RTL","85621","77888"
104,"Highway",84.82361148,27.80843142,"45RTL","85605","77881"
104,"Highway",84.82324237,27.80827118,"45RTL","85568","77864"
104,"Highway",84.82313413,27.80821768,"45RTL","85557","77858"
104,"Highway",84.82302586,27.80815967,"45RTL","85547","77852"
104,"Highway",84.82290468,27.8080724,"45RTL","85535","77843"
104,"Highway",84.82268766,27.80789321,"45RTL","85513","77823"
104,"Highway",84.82230705,27.80746907,"45RTL","85475","77777"
104,"Highway",84.82218567,27.80735474,"45RTL","85462","77765"
104,"Highway",84.82207073,27.8072539,"45RTL","85451","77754"
104,"Highway",84.82195916,27.80717785,"45RTL","85440","77745"
104,"Highway",84.8218509,27.8071221,"45RTL","85429","77739"
104,"Highway",84.821679,27.80703739,"45RTL","85412","77730"
104,"Highway",84.82152318,27.80698191,"45RTL","85396","77724"
104,"Highway",84.82134828,27.80691978,"45RTL","85379","77718"
104,"Highway",84.82117027,27.80686669,"45RTL","85361","77712"
104,"Highway",84.82097327,27.80681823,"45RTL","85342","77707"
104,"Highway",84.82074774,27.80677219,"45RTL","85319","77702"
104,"Highway",84.82049695,27.80673984,"45RTL","85295","77699"
104,"Highway",84.82019541,27.80670779,"45RTL","85265","77696"
104,"Highway",84.81994782,27.80667993,"45RTL","85240","77694"
104,"Highway",84.81969085,27.80667018,"45RTL","85215","77693"
104,"Highway",84.81941811,27.8066718,"45RTL","85188","77694"
104,"Highway",84.81918994,27.80669571,"45RTL","85166","77697"
104,"Highway",84.81898715,27.80672173,"45RTL","85146","77700"
104,"Highway",84.81851838,27.80680347,"45RTL","85100","77710"
104,"Highway",84.81818278,27.80688217,"45RTL","85067","77719"
104,"Highway",84.81799285,27.80693067,"45RTL","85048","77725"
104,"Highway",84.81785365,27.80697662,"45RTL","85035","77730"
104,"Highway",84.81770188,27.80703843,"45RTL","85020","77737"
104,"Highway",84.81749015,27.80714121,"45RTL","84999","77749"
104,"Highway",84.81736068,27.80721642,"45RTL","84987","77758"
104,"Highway",84.81724083,27.80730512,"45RTL","84975","77768"
104,"Highway",84.81714324,27.80740271,"45RTL","84966","77779"
104,"Highway",84.81703335,27.80755226,"45RTL","84955","77795"
104,"Highway",84.81693929,27.80769721,"45RTL","84946","77812"
104,"Highway",84.81684238,27.80788503,"45RTL","84937","77833"
104,"Highway",84.81674605,27.80815182,"45RTL","84928","77862"
104,"Highway",84.81651985,27.80886383,"45RTL","84907","77942"
104,"Highway",84.81650678,27.80889775,"45RTL","84906","77945"
104,"Highway",84.81624292,27.80957839,"45RTL","84881","78021"
104,"Highway",84.81600006,27.81018446,"45RTL","84858","78089"
104,"Highway",84.81592556,27.81040148,"45RTL","84851","78113"
104,"Highway",84.81588528,27.81052806,"45RTL","84848","78127"
104,"Highway",84.81587006,27.81061388,"45RTL","84846","78137"
104,"Highway",84.81585162,27.81069295,"45RTL","84845","78146"
104,"Highway",84.81584604,27.81079451,"45RTL","84844","78157"
104,"Highway",84.81578623,27.81127992,"45RTL","84839","78211"
104,"Highway",84.81576165,27.8113861,"45RTL","84837","78223"
104,"Highway",84.81572765,27.81150588,"45RTL","84834","78236"
104,"Highway",84.81568394,27.81159863,"45RTL","84830","78246"
104,"Highway",84.81563079,27.81170047,"45RTL","84825","78258"
104,"Highway",84.81557449,27.81180684,"45RTL","84820","78269"
104,"Highway",84.81551495,27.8119042,"45RTL","84814","78280"
104,"Highway",84.81545844,27.81198124,"45RTL","84809","78289"
104,"Highway",84.81537974,27.81206067,"45RTL","84801","78298"
104,"Highway",84.81464895,27.8127373,"45RTL","84730","78374"
104,"Highway",84.81452922,27.81284404,"45RTL","84719","78386"
104,"Highway",84.8143998,27.81292602,"45RTL","84706","78396"
104,"Highway",84.81424484,27.81298785,"45RTL","84691","78403"
104,"Highway",84.81405503,27.8130544,"45RTL","84672","78410"
104,"Highway",84.81348205,27.81320216,"45RTL","84616","78428"
104,"Highway",84.81277304,27.8133981,"45RTL","84547","78451"
104,"Highway",84.81259897,27.81344876,"45RTL","84530","78457"
104,"Highway",84.81244081,27.8135061,"45RTL","84514","78463"
104,"Highway",84.81227005,27.81357478,"45RTL","84498","78471"
104,"Highway",84.81195067,27.81370526,"45RTL","84466","78486"
104,"Highway",84.81101851,27.81417774,"45RTL","84375","78540"
104,"Highway",84.81066787,27.81436932,"45RTL","84341","78562"
104,"Highway",84.81046899,27.81449682,"45RTL","84322","78577"
104,"Highway",84.81027337,27.81463559,"45RTL","84303","78592"
104,"Highway",84.81012519,27.81475603,"45RTL","84289","78606"
104,"Highway",84.80998963,27.81486738,"45RTL","84275","78618"
104,"Highway",84.80989524,27.81496946,"45RTL","84266","78630"
104,"Highway",84.80983877,27.81505326,"45RTL","84261","78639"
104,"Highway",84.80976363,27.81518681,"45RTL","84254","78654"
104,"Highway",84.80956673,27.81558053,"45RTL","84235","78698"
104,"Highway",84.80950088,27.81568244,"45RTL","84229","78710"
104,"Highway",84.80944439,27.81576399,"45RTL","84223","78719"
104,"Highway",84.80937827,27.8158298,"45RTL","84217","78726"
104,"Highway",84.80931203,27.81587982,"45RTL","84211","78732"
104,"Highway",84.80920468,27.81594588,"45RTL","84200","78739"
104,"Highway",84.80902151,27.81605299,"45RTL","84182","78752"
104,"Highway",84.80864839,27.81620859,"45RTL","84146","78769"
96,"Highway",84.80864839,27.81620859,"45RTL","84146","78769"
96,"Highway",84.80826854,27.81631233,"45RTL","84109","78782"
96,"Highway",84.80815763,27.81632652,"45RTL","84098","78783"
96,"Highway",84.80801807,27.81632734,"45RTL","84084","78784"
96,"Highway",84.80801807,27.81632734,"45RTL","84084","78784"
96,"Highway",84.80790372,27.81630544,"45RTL","84073","78781"
96,"Highway",84.80774486,27.81626802,"45RTL","84057","78778"
96,"Highway",84.8076145,27.81622592,"45RTL","84044","78773"
96,"Highway",84.80747139,27.81617486,"45RTL","84030","78768"
96,"Highway",84.80728671,27.81607893,"45RTL","84011","78757"
96,"Highway",84.8071496,27.81598047,"45RTL","83998","78747"
96,"Highway",84.80628843,27.81533349,"45RTL","83912","78677"
96,"Highway",84.80615457,27.81524628,"45RTL","83898","78667"
96,"Highway",84.80604313,27.81518827,"45RTL","83887","78661"
96,"Highway",84.80592861,27.81514382,"45RTL","83876","78656"
96,"Highway",84.80582694,27.8151196,"45RTL","83866","78654"
96,"Highway",84.80569989,27.81509552,"45RTL","83853","78651"
96,"Highway",84.80550935,27.81506505,"45RTL","83834","78648"
96,"Highway",84.80535686,27.8150321,"45RTL","83819","78645"
96,"Highway",84.80522347,27.81500806,"45RTL","83806","78642"
99,"Highway",84.80522347,27.81500806,"45RTL","83806","78642"
99,"Highway",84.80507719,27.81495702,"45RTL","83792","78637"
99,"Highway",84.80490219,27.81488133,"45RTL","83774","78629"
99,"Highway",84.80439914,27.81462256,"45RTL","83724","78601"
99,"Highway",84.80404607,27.81448699,"45RTL","83689","78587"
99,"Highway",84.80376306,27.81438937,"45RTL","83661","78576"
99,"Highway",84.80306331,27.81412271,"45RTL","83591","78548"
99,"Highway",84.80292344,27.81408066,"45RTL","83578","78544"
99,"Highway",84.80278373,27.81405891,"45RTL","83564","78542"
99,"Highway",84.80263137,27.814044,"45RTL","83549","78540"
99,"Highway",84.80245368,27.81403376,"45RTL","83531","78539"
99,"Highway",84.80121035,27.81403421,"45RTL","83409","78542"
99,"Highway",84.80107008,27.81402374,"45RTL","83395","78541"
99,"Highway",84.80091188,27.81399082,"45RTL","83379","78537"
99,"Highway",84.80077205,27.81395327,"45RTL","83365","78533"
99,"Highway",84.80062582,27.813909,"45RTL","83351","78529"
99,"Highway",84.80048287,27.81387824,"45RTL","83337","78526"
99,"Highway",84.80032417,27.81386337,"45RTL","83321","78524"
99,"Highway",84.79968963,27.81383772,"45RTL","83258","78522"
99,"Highway",84.79956582,27.81382264,"45RTL","83246","78521"
99,"Highway",84.79946413,27.81379616,"45RTL","83236","78518"
99,"Highway",84.79934331,27.81375625,"45RTL","83224","78514"
99,"Highway",84.79852898,27.81343382,"45RTL","83143","78480"
99,"Highway",84.79803937,27.81327422,"45RTL","83095","78463"
99,"Highway",84.79777555,27.81319678,"45RTL","83069","78455"
99,"Highway",84.79743561,27.81311978,"45RTL","83035","78447"
99,"Highway",84.79632071,27.81289834,"45RTL","82925","78424"
99,"Highway",84.79488494,27.8126043,"45RTL","82783","78394"
99,"Highway",84.79458624,27.81252706,"45RTL","82753","78386"
99,"Highway",84.79410329,27.81241026,"45RTL","82705","78374"
99,"Highway",84.7935598,27.81225546,"45RTL","82651","78358"
99,"Highway",84.79341363,27.81221794,"45RTL","82637","78354"
99,"Highway",84.79324532,27.81218958,"45RTL","82620","78351"
99,"Highway",84.79296919,27.81216409,"45RTL","82593","78349"
99,"Highway",84.79272805,27.81215194,"45RTL","82569","78348"
99,"Highway",84.79270584,27.81214981,"45RTL","82567","78348"
99,"Highway",84.79237589,27.81213817,"45RTL","82534","78347"
99,"Highway",84.79191587,27.8121205,"45RTL","82489","78346"
99,"Highway",84.7917603,27.81209884,"45RTL","82474","78344"
99,"Highway",84.79159506,27.81205692,"45RTL","82457","78339"
99,"Highway",84.79138222,27.81201076,"45RTL","82436","78335"
99,"Highway",84.79109627,27.81194246,"45RTL","82408","78328"
99,"Highway",84.79092159,27.81190962,"45RTL","82391","78324"
99,"Highway",84.79080728,27.81189222,"45RTL","82379","78323"
99,"Highway",84.79063602,27.8118932,"45RTL","82363","78323"
99,"Highway",84.79045213,27.81190328,"45RTL","82344","78324"
123,"Highway",84.79045213,27.81190328,"45RTL","82344","78324"
123,"Highway",84.79038895,27.81193748,"45RTL","82338","78328"
123,"Highway",84.79030367,27.81198761,"45RTL","82330","78334"
123,"Highway",84.79022484,27.81205123,"45RTL","82322","78341"
123,"Highway",84.79014925,27.81212385,"45RTL","82315","78349"
123,"Highway",84.79001097,27.81230062,"45RTL","82302","78369"
123,"Highway",84.78985085,27.81252715,"45RTL","82286","78395"
123,"Highway",84.78970302,27.81269945,"45RTL","82272","78414"
123,"Highway",84.7896116,27.81277668,"45RTL","82263","78423"
123,"Highway",84.78953589,27.81283352,"45RTL","82256","78429"
123,"Highway",84.78947898,27.81285866,"45RTL","82250","78432"
123,"Highway",84.78940617,27.81287713,"45RTL","82243","78434"
123,"Highway",84.78934721,27.81288198,"45RTL","82238","78435"
123,"Highway",84.7893301,27.81288433,"45RTL","82236","78435"
123,"Highway",84.7893301,27.81288433,"45RTL","82236","78435"
123,"Highway",84.7892475,27.81286675,"45RTL","82228","78433"
123,"Highway",84.78915842,27.81282891,"45RTL","82219","78429"
123,"Highway",84.78905016,27.81277087,"45RTL","82208","78423"
123,"Highway",84.78881735,27.81259397,"45RTL","82185","78404"
123,"Highway",84.78867368,27.81246393,"45RTL","82170","78390"
123,"Highway",84.78845941,27.81221924,"45RTL","82149","78363"
123,"Highway",84.78836693,27.81214983,"45RTL","82139","78355"
123,"Highway",84.78829701,27.81212993,"45RTL","82133","78353"
123,"Highway",84.78821131,27.81212139,"45RTL","82124","78353"
123,"Highway",84.7881322,27.81214666,"45RTL","82116","78356"
98,"Bridge Road",84.7881322,27.81214666,"45RTL","82116","78356"
98,"Bridge Road",84.78785738,27.81230164,"45RTL","82090","78373"
97,"Bridge Road",84.78785738,27.81230164,"45RTL","82090","78373"
97,"Bridge Road",84.7876813,27.81242673,"45RTL","82072","78387"
101,"Highway",84.7876813,27.81242673,"45RTL","82072","78387"
101,"Highway",84.78691683,27.81294322,"45RTL","81998","78446"
101,"Highway",84.78679678,27.81300934,"45RTL","81986","78454"
101,"Highway",84.78668923,27.81305056,"45RTL","81976","78458"
101,"Highway",84.78658158,27.81307599,"45RTL","81965","78461"
101,"Highway",84.78645797,27.81308797,"45RTL","81953","78463"
101,"Highway",84.78645797,27.81308797,"45RTL","81953","78463"
101,"Highway",84.78629299,27.81308214,"45RTL","81937","78462"
101,"Highway",84.78615652,27.81306938,"45RTL","81923","78461"
101,"Highway",84.78578825,27.81302185,"45RTL","81887","78457"
101,"Highway",84.78562944,27.81299116,"45RTL","81871","78454"
101,"Highway",84.7854674,27.81295148,"45RTL","81855","78449"
101,"Highway",84.78530212,27.81290278,"45RTL","81839","78444"
101,"Highway",84.78475833,27.81270508,"45RTL","81785","78423"
101,"Highway",84.78462485,27.81266749,"45RTL","81772","78419"
101,"Highway",84.78451051,27.81264557,"45RTL","81760","78417"
101,"Highway",84.78437717,27.81262828,"45RTL","81747","78416"
101,"Highway",84.7840631,27.81261879,"45RTL","81716","78415"
101,"Highway",84.78387921,27.81262885,"45RTL","81698","78417"
101,"Highway",84.78373354,27.81266127,"45RTL","81684","78420"
101,"Highway",84.78354995,27.81271194,"45RTL","81666","78426"
101,"Highway",84.78319863,27.81281546,"45RTL","81632","78438"
101,"Highway",84.78306243,27.81284105,"45RTL","81618","78442"
101,"Highway",84.78291656,27.81284639,"45RTL","81604","78442"
101,"Highway",84.78291656,27.81284639,"45RTL","81604","78442"
101,"Highway",84.78280862,27.81283121,"45RTL","81593","78441"
101,"Highway",84.78270371,27.81279796,"45RTL","81583","78437"
101,"Highway",84.78257316,27.8127265,"45RTL","81570","78430"
101,"Highway",84.78244246,27.81263475,"45RTL","81557","78420"
101,"Highway",84.78173084,27.81203188,"45RTL","81485","78354"
101,"Highway",84.78161597,27.81193552,"45RTL","81474","78344"
101,"Highway",84.78148528,27.81184376,"45RTL","81461","78334"
101,"Highway",84.78133231,27.8117431,"45RTL","81445","78323"
101,"Highway",84.78024602,27.81107918,"45RTL","81337","78251"
101,"Highway",84.7800421,27.81094948,"45RTL","81317","78237"
101,"Highway",84.77988589,27.81083756,"45RTL","81301","78225"
101,"Highway",84.77975185,27.810721,"45RTL","81288","78212"
101,"Highway",84.77961769,27.81058865,"45RTL","81274","78198"
101,"Highway",84.77952169,27.81046962,"45RTL","81265","78185"
101,"Highway",84.77941915,27.81032355,"45RTL","81254","78169"
101,"Highway",84.77917522,27.80991883,"45RTL","81229","78125"
101,"Highway",84.77910137,27.8097929,"45RTL","81222","78111"
101,"Highway",84.77902442,27.80967602,"45RTL","81214","78098"
101,"Highway",84.7789847,27.8096221,"45RTL","81210","78092"
101,"Highway",84.77892193,27.80953672,"45RTL","81204","78083"
101,"Highway",84.77881961,27.80941998,"45RTL","81193","78070"
101,"Highway",84.77867261,27.80926514,"45RTL","81178","78053"
101,"Highway",84.77814601,27.8088056,"45RTL","81126","78003"
101,"Highway",84.77773111,27.80844245,"45RTL","81084","77964"
101,"Highway",84.77737388,27.80816019,"45RTL","81048","77933"
101,"Highway",84.77723035,27.80804594,"45RTL","81034","77921"
101,"Highway",84.77717935,27.80801013,"45RTL","81029","77917"
101,"Highway",84.77708372,27.80794299,"45RTL","81019","77909"
101,"Highway",84.77694051,27.80787385,"45RTL","81005","77902"
101,"Highway",84.77677514,27.80781161,"45RTL","80989","77895"
101,"Highway",84.77657808,27.80775181,"45RTL","80969","77889"
101,"Highway",84.77640014,27.80770543,"45RTL","80951","77884"
101,"Highway",84.77624142,27.80768601,"45RTL","80936","77882"
101,"Highway",84.77600354,27.8076851,"45RTL","80912","77883"
101,"Highway",84.77579439,27.80770883,"45RTL","80892","77886"
101,"Highway",84.7755855,27.80777092,"45RTL","80871","77893"
101,"Highway",84.77534521,27.80787605,"45RTL","80848","77905"
101,"Highway",84.77511449,27.80799015,"45RTL","80825","77918"
101,"Highway",84.77499426,27.80803143,"45RTL","80814","77923"
101,"Highway",84.77484538,27.80805709,"45RTL","80799","77926"
101,"Highway",84.7747281,27.80806677,"45RTL","80787","77927"
101,"Highway",84.77457587,27.80806762,"45RTL","80772","77928"
101,"Highway",84.77457587,27.80806762,"45RTL","80772","77928"
101,"Highway",84.77440139,27.80806183,"45RTL","80755","77927"
101,"Highway",84.77426811,27.8080513,"45RTL","80742","77926"
101,"Highway",84.77415063,27.80803391,"45RTL","80730","77925"
101,"Highway",84.77394723,27.80797413,"45RTL","80710","77918"
101,"Highway",84.7734067,27.80778314,"45RTL","80657","77898"
107,"Highway",84.7734067,27.80778314,"45RTL","80657","77898"
107,"Highway",84.7731107,27.80763589,"45RTL","80627","77882"
107,"Highway",84.77300877,27.80757329,"45RTL","80617","77876"
107,"Highway",84.77296397,27.80751714,"45RTL","80612","77870"
107,"Highway",84.77294419,27.80741121,"45RTL","80610","77858"
107,"Highway",84.77294917,27.80677045,"45RTL","80609","77787"
107,"Highway",84.77292901,27.80661038,"45RTL","80607","77769"
107,"Highway",84.77289665,27.80652032,"45RTL","80604","77759"
107,"Highway",84.7728359,27.80645072,"45RTL","80598","77752"
107,"Highway",84.7727561,27.80637897,"45RTL","80590","77744"
107,"Highway",84.77268287,27.80633877,"45RTL","80582","77739"
107,"Highway",84.77258421,27.80628969,"45RTL","80573","77734"
107,"Highway",84.77246992,27.80627453,"45RTL","80561","77733"
107,"Highway",84.77239376,27.80626819,"45RTL","80554","77732"
107,"Highway",84.77230185,27.80627773,"45RTL","80545","77733"
107,"Highway",84.77222909,27.80630295,"45RTL","80538","77736"
107,"Highway",84.77215646,27.80634848,"45RTL","80531","77741"
107,"Highway",84.77207452,27.80642114,"45RTL","80523","77750"
107,"Highway",84.7720273,27.80647103,"45RTL","80518","77755"
107,"Highway",84.77200224,27.8065163,"45RTL","80516","77760"
107,"Highway",84.7719806,27.80659538,"45RTL","80514","77769"
107,"Highway",84.77199726,27.80670809,"45RTL","80516","77782"
107,"Highway",84.77205262,27.80691309,"45RTL","80521","77804"
107,"Highway",84.77207884,27.80703252,"45RTL","80524","77817"
107,"Highway",84.77209227,27.80713848,"45RTL","80526","77829"
107,"Highway",84.77209317,27.80726481,"45RTL","80526","77843"
107,"Highway",84.77209353,27.8073167,"45RTL","80526","77849"
107,"Highway",84.7720782,27.80739124,"45RTL","80525","77857"
107,"Highway",84.77204056,27.80745011,"45RTL","80521","77864"
107,"Highway",84.7719839,27.80751134,"45RTL","80516","77871"
107,"Highway",84.77188607,27.80757957,"45RTL","80506","77878"
107,"Highway",84.77177848,27.80761401,"45RTL","80496","77882"
107,"Highway",84.77167705,27.8076236,"45RTL","80486","77884"
107,"Highway",84.77150199,27.80762458,"45RTL","80469","77884"
107,"Highway",84.77144236,27.80762491,"45RTL","80463","77884"
107,"Highway",84.77144236,27.80762491,"45RTL","80463","77884"
107,"Highway",84.77122019,27.80760134,"45RTL","80441","77882"
107,"Highway",84.7706235,27.8075415,"45RTL","80382","77876"
107,"Highway",84.77047433,27.80752654,"45RTL","80367","77875"
107,"Highway",84.77028722,27.80752758,"45RTL","80349","77875"
107,"Highway",84.76979602,27.80758447,"45RTL","80300","77883"
107,"Highway",84.76951738,27.80764919,"45RTL","80273","77890"
107,"Highway",84.76922302,27.8077343,"45RTL","80244","77900"
107,"Highway",84.76888133,27.80785352,"45RTL","80211","77914"
107,"Highway",84.76862517,27.80795873,"45RTL","80186","77926"
107,"Highway",84.76841671,27.80808172,"45RTL","80165","77940"
107,"Highway",84.76827787,27.80818402,"45RTL","80152","77952"
107,"Highway",84.76818026,27.80828383,"45RTL","80143","77963"
